,Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
133,Germany,European Region of WHO,South West Europe,1997,16,1997-04-14,1997-04-20,,,,,,,,,,,,,,,No Report
134,Germany,European Region of WHO,South West Europe,1997,17,1997-04-21,1997-04-27,,,,,,,,,,,,,,,No Report
135,Germany,European Region of WHO,South West Europe,1997,18,1997-04-28,1997-05-04,,,,,,,,,,,,,,,No Report
136,Germany,European Region of WHO,South West Europe,1997,19,1997-05-05,1997-05-11,,,,,,,,,,,,,,,No Report
137,Germany,European Region of WHO,South West Europe,1997,20,1997-05-12,1997-05-18,,,,,,,,,,,,,,,No Report
138,Germany,European Region of WHO,South West Europe,1997,21,1997-05-19,1997-05-25,,,,,,,,,,,,,,,No Report
139,Germany,European Region of WHO,South West Europe,1997,22,1997-05-26,1997-06-01,,,,,,,,,,,,,,,No Report
140,Germany,European Region of WHO,South West Europe,1997,23,1997-06-02,1997-06-08,,,,,,,,,,,,,,,No Report
141,Germany,European Region of WHO,South West Europe,1997,24,1997-06-09,1997-06-15,,,,,,,,,,,,,,,No Report
142,Germany,European Region of WHO,South West Europe,1997,25,1997-06-16,1997-06-22,,,,,,,,,,,,,,,No Report
143,Germany,European Region of WHO,South West Europe,1997,26,1997-06-23,1997-06-29,,,,,,,,,,,,,,,No Report
144,Germany,European Region of WHO,South West Europe,1997,27,1997-06-30,1997-07-06,,,,,,,,,,,,,,,No Report
145,Germany,European Region of WHO,South West Europe,1997,28,1997-07-07,1997-07-13,,,,,,,,,,,,,,,No Report
146,Germany,European Region of WHO,South West Europe,1997,29,1997-07-14,1997-07-20,,,,,,,,,,,,,,,No Report
147,Germany,European Region of WHO,South West Europe,1997,30,1997-07-21,1997-07-27,,,,,,,,,,,,,,,No Report
148,Germany,European Region of WHO,South West Europe,1997,31,1997-07-28,1997-08-03,,,,,,,,,,,,,,,No Report
149,Germany,European Region of WHO,South West Europe,1997,32,1997-08-04,1997-08-10,,,,,,,,,,,,,,,No Report
150,Germany,European Region of WHO,South West Europe,1997,33,1997-08-11,1997-08-17,,,,,,,,,,,,,,,No Report
151,Germany,European Region of WHO,South West Europe,1997,34,1997-08-18,1997-08-24,,,,,,,,,,,,,,,No Report
152,Germany,European Region of WHO,South West Europe,1997,35,1997-08-25,1997-08-31,,,,,,,,,,,,,,,No Report
153,Germany,European Region of WHO,South West Europe,1997,36,1997-09-01,1997-09-07,,,,,,,,,,,,,,,No Report
154,Germany,European Region of WHO,South West Europe,1997,37,1997-09-08,1997-09-14,,,,,,,,,,,,,,,No Report
155,Germany,European Region of WHO,South West Europe,1997,38,1997-09-15,1997-09-21,,,,,,,,,,,,,,,No Report
156,Germany,European Region of WHO,South West Europe,1997,39,1997-09-22,1997-09-28,,,,,,,,,,,,,,,No Report
157,Germany,European Region of WHO,South West Europe,1997,40,1997-09-29,1997-10-05,,,,,,,,,,,,,,,No Report
158,Germany,European Region of WHO,South West Europe,1997,41,1997-10-06,1997-10-12,,,,,,,,,,,,,,,No Report
159,Germany,European Region of WHO,South West Europe,1997,42,1997-10-13,1997-10-19,,,,,,,,,,,,,,,No Report
160,Germany,European Region of WHO,South West Europe,1997,43,1997-10-20,1997-10-26,,,,,,,,,,,,,,,No Report
161,Germany,European Region of WHO,South West Europe,1997,44,1997-10-27,1997-11-02,,,,,,,,,,,,,,,No Report
162,Germany,European Region of WHO,South West Europe,1997,45,1997-11-03,1997-11-09,,,,,,,,,,,,,,,No Report
163,Germany,European Region of WHO,South West Europe,1997,46,1997-11-10,1997-11-16,,,,,,,,,,,,,,,No Report
164,Germany,European Region of WHO,South West Europe,1997,47,1997-11-17,1997-11-23,,,,,,,,,,,,,,,No Report
165,Germany,European Region of WHO,South West Europe,1997,48,1997-11-24,1997-11-30,,,,,,,,,,,,,,,No Report
166,Germany,European Region of WHO,South West Europe,1997,49,1997-12-01,1997-12-07,,,,,,,,,,,,,,,No Report
167,Germany,European Region of WHO,South West Europe,1997,50,1997-12-08,1997-12-14,,,,,,,,,,,,,,,No Report
168,Germany,European Region of WHO,South West Europe,1997,51,1997-12-15,1997-12-21,,,,,,,,,,,,,,,No Report
169,Germany,European Region of WHO,South West Europe,1997,52,1997-12-22,1997-12-28,,,,,,,,,,,,,,,No Report
170,Germany,European Region of WHO,South West Europe,1998,1,1997-12-29,1998-01-04,,,,,,,,,,,,,,,No Report
171,Germany,European Region of WHO,South West Europe,1998,2,1998-01-05,1998-01-11,,,,,,,,,,,,,,,No Report
172,Germany,European Region of WHO,South West Europe,1998,3,1998-01-12,1998-01-18,,,,,,,,,,,,,,,No Report
173,Germany,European Region of WHO,South West Europe,1998,4,1998-01-19,1998-01-25,,,,,,,,,,,,,,,No Report
174,Germany,European Region of WHO,South West Europe,1998,5,1998-01-26,1998-02-01,,,,,,,,,,,,,,,No Report
175,Germany,European Region of WHO,South West Europe,1998,6,1998-02-02,1998-02-08,,,,,,,,,,,,,,,No Report
176,Germany,European Region of WHO,South West Europe,1998,7,1998-02-09,1998-02-15,,,,,,,,,,,,,,,No Report
177,Germany,European Region of WHO,South West Europe,1998,8,1998-02-16,1998-02-22,,,,,,,,,,,,,,,No Report
